invoice_number,csv_amount,bq_amount,state,start_date,end_date,_merge,category,amount_diff
INV-109396,300.0,300.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109397,665.0,665.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109398,375.0,375.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109399,60.0,60.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109400,75.0,75.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109401,855.0,855.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.38
INV-109402,60.0,60.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109403,100.0,100.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109404,17.0,17.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109405,875.0,875.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109406,34.0,34.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109407,50.0,50.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109408,248.0,248.3,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.3
INV-109409,1779.0,1779.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109410,159.0,159.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109411,32.0,32.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109412,664.0,664.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109413,788.0,788.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109414,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109415,665.0,665.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109416,50.0,50.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109417,1194.0,1194.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109418,28284.0,28284.13,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109419,176.0,176.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109420,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109421,192.0,192.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109422,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109423,225.0,224.95,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.05
INV-109424,822.0,822.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109425,28.0,28.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109426,84.0,84.42,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.42
INV-109427,456.0,456.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109428,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109429,524.0,524.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109430,71.0,71.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109431,618.0,618.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109432,17.0,17.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109433,286.0,286.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109434,257.0,257.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109435,51.0,51.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109436,543.0,543.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109437,23.0,22.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109438,1998.0,1998.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109439,95.0,94.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109440,396.0,396.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109441,186.0,186.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109442,36.0,36.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109443,177.0,177.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109444,28769.0,28768.59,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.41
INV-109445,86.0,86.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109446,266.0,265.53,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.47
INV-109447,72.0,72.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109448,15.0,15.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109449,3018.0,3017.96,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.04
INV-109450,672.0,672.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109451,252.0,252.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109452,17.0,17.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109453,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109454,154.0,154.17,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.17
INV-109455,1258.0,1258.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109456,9286.0,9285.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109457,1245.0,1244.51,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.49
INV-109458,656.0,656.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109459,2791.0,2791.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109460,1502.0,1501.98,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.02
INV-109461,31.0,31.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109462,311.0,311.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109463,193.0,193.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109464,388.0,388.48,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.48
INV-109465,28.0,28.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109466,26.0,26.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109467,8619.0,8619.04,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.04
INV-109468,81.0,81.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109469,2640.0,2640.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109470,200.0,200.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109471,320.0,320.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109472,275.0,275.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109473,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109474,90.0,90.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109475,141.0,141.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109476,266.0,266.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109477,91.0,91.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109478,1493.0,1493.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109479,4594.0,4594.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109480,4354.0,4354.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109481,224.0,224.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109482,255.0,255.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109483,220.0,220.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109484,136.0,136.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109485,149.0,149.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109486,630.0,630.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109487,49.0,48.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109488,1333.0,1332.05,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.95
INV-109489,153.0,153.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109490,2448.0,2447.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109491,17.0,17.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109492,108.0,108.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109493,105.0,105.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109494,1734.0,1734.1,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.1
INV-109495,212.0,212.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109496,718.0,718.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109497,273.0,272.52,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.48
INV-109498,80.0,80.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109499,327.0,327.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109500,634.0,634.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109501,15.0,15.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109502,369.0,369.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109503,827.0,826.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109504,257.0,257.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109505,43.0,43.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109506,376.0,376.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109507,56.0,56.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109508,556.0,555.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109509,50.0,50.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109510,32.0,32.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109511,711.0,711.22,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.22
INV-109512,351.0,351.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109513,6724.0,6724.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109514,135.0,135.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109515,343.0,343.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109516,3457.0,3457.04,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.04
INV-109517,4927.0,4927.13,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109518,30.0,30.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109519,149.0,149.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109520,28.0,28.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109521,1361.0,1361.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109522,1731.0,1731.12,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.12
INV-109523,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109524,927.0,927.03,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.03
INV-109525,149.0,149.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109526,46.0,46.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109527,51.0,51.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109528,1270.0,1269.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109529,121.0,121.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109530,79.0,79.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109531,553.0,553.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109532,1761.0,1761.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109533,224.0,224.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109534,51.0,51.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109535,57.0,57.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109536,62.0,62.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109537,1987.0,1987.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.38
INV-109538,1102.0,1101.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109539,60.0,60.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109540,271.0,271.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109541,40.0,40.4,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.4
INV-109542,1742.0,1742.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109543,34.0,34.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109544,409.0,409.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109545,115.0,115.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109546,255.0,255.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109547,468.0,468.03,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.03
INV-109548,145.0,145.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109549,54.0,54.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109550,527.0,527.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109551,138.0,138.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109552,598.0,597.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109553,50.0,50.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109554,351.0,350.8,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.2
INV-109555,28.0,28.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109556,277.0,277.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109557,54.0,54.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109558,36.0,36.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109559,415.0,415.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109560,2069.0,2068.7,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.3
INV-109561,336.0,336.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109562,338.0,337.85,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.15
INV-109563,65.0,65.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109564,96.0,95.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109565,435.0,435.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109566,749.0,749.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109567,958.0,958.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109568,58.0,58.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109569,361.0,361.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109570,360.0,360.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109571,492.0,492.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109572,280.0,280.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109573,36.0,36.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109574,96.0,96.48,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.48
INV-109575,979.0,979.25,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109576,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109577,489.0,489.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109578,2109.0,2109.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109579,512.0,512.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109580,125.0,125.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109581,279.0,279.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109582,171.0,171.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109583,168.0,168.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109584,119.0,119.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109585,202.0,202.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109586,89.0,89.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109587,65.0,65.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109588,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109589,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109590,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109591,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109592,88.0,88.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109593,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109594,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109595,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109596,220.0,220.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109597,180.0,180.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109598,116.0,115.76,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.24
INV-109599,170.0,170.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109600,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109601,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109602,105.0,105.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109603,226.0,226.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109604,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109605,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109606,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109607,35.0,34.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109608,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109609,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109610,28.0,28.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109611,35.0,35.05,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.05
INV-109612,224.0,224.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109613,110.0,110.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109614,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109615,367.0,366.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109616,85.0,85.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109617,50.0,50.0,overdue,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109618,528.0,527.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.62
INV-109619,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109620,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109621,66.0,66.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109622,37.0,37.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109623,154.0,154.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109624,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109625,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109626,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109627,125.0,125.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109628,472.0,472.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109629,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109630,154.0,154.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109631,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109632,96.0,96.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109633,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109634,176.0,176.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109635,105.0,105.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109636,1010.0,1009.95,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.05
INV-109637,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109638,213.0,213.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109639,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109640,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109641,442.0,442.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109642,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109643,36.0,35.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109644,675.0,675.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109645,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109646,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109647,50.0,50.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109648,1110.0,1110.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109649,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109650,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109651,35.0,35.0,overdue,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109652,490.0,490.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109653,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109654,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109655,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109656,1308.0,1308.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.5
INV-109657,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109658,49.0,49.31,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.31
INV-109659,105.0,105.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109660,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109661,594.0,594.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109662,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109663,421.0,421.25,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109664,105.0,105.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109665,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109666,542.0,542.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109667,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109668,790.0,790.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109669,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109670,537.0,537.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109671,359.0,359.13,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109672,58113.0,58112.0,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109673,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109674,2875.0,2875.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109675,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109676,95.0,95.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109677,215.0,215.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109678,18668.0,18667.98,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.02
INV-109679,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109680,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109681,1578.0,1578.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109682,2202.0,2202.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109683,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109684,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109685,1715.0,1715.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109686,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109687,43.0,43.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109688,199.0,199.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109689,50.0,50.3,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.3
INV-109690,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109691,1602.0,1602.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109692,181.0,181.26,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.26
INV-109693,508.0,508.1,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.1
INV-109694,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109695,693.0,693.25,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109696,28.0,27.98,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.02
INV-109697,4279.0,4278.63,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.37
INV-109698,44.0,44.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109699,345.0,345.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109700,4722.0,4721.88,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109701,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109702,11112.0,11112.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109703,95.0,95.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109704,3377.0,3377.01,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.01
INV-109705,2494.0,2494.2,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.2
